instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,musim,cuaca
216,2011-01-10,1,0,1,6,0,1,Weekday,1,0.12,0.1212,0.5,0.2836,0,31,31,Jan,Spring,Clear
217,2011-01-10,1,0,1,7,0,1,Weekday,1,0.12,0.1212,0.5,0.2239,2,75,77,Jan,Spring,Clear
218,2011-01-10,1,0,1,8,0,1,Weekday,2,0.12,0.1212,0.5,0.2836,4,184,188,Jan,Spring,Cloudy
219,2011-01-10,1,0,1,9,0,1,Weekday,2,0.14,0.1212,0.5,0.2537,2,92,94,Jan,Spring,Cloudy
220,2011-01-10,1,0,1,10,0,1,Weekday,2,0.14,0.1212,0.5,0.2985,0,31,31,Jan,Spring,Cloudy
221,2011-01-10,1,0,1,11,0,1,Weekday,2,0.16,0.1364,0.47,0.2836,2,28,30,Jan,Spring,Cloudy
222,2011-01-10,1,0,1,12,0,1,Weekday,2,0.2,0.1818,0.4,0.2836,5,47,52,Jan,Spring,Cloudy
223,2011-01-10,1,0,1,13,0,1,Weekday,2,0.2,0.1818,0.4,0.2836,4,50,54,Jan,Spring,Cloudy
224,2011-01-10,1,0,1,14,0,1,Weekday,2,0.2,0.197,0.4,0.2239,0,47,47,Jan,Spring,Cloudy
225,2011-01-10,1,0,1,15,0,1,Weekday,2,0.2,0.197,0.4,0.2239,2,43,45,Jan,Spring,Cloudy
226,2011-01-10,1,0,1,16,0,1,Weekday,1,0.2,0.2121,0.4,0.1343,4,70,74,Jan,Spring,Clear
227,2011-01-10,1,0,1,17,0,1,Weekday,1,0.2,0.2273,0.4,0.1045,4,174,178,Jan,Spring,Clear
228,2011-01-10,1,0,1,18,0,1,Weekday,1,0.2,0.197,0.4,0.2239,1,154,155,Jan,Spring,Clear
229,2011-01-10,1,0,1,19,0,1,Weekday,1,0.16,0.1667,0.47,0.1642,3,92,95,Jan,Spring,Clear
230,2011-01-10,1,0,1,20,0,1,Weekday,1,0.16,0.1667,0.5,0.1642,1,73,74,Jan,Spring,Clear
231,2011-01-10,1,0,1,21,0,1,Weekday,1,0.14,0.1364,0.59,0.194,1,37,38,Jan,Spring,Clear
232,2011-01-10,1,0,1,22,0,1,Weekday,1,0.14,0.1515,0.59,0.1642,2,22,24,Jan,Spring,Clear
233,2011-01-10,1,0,1,23,0,1,Weekday,1,0.14,0.1515,0.59,0.1642,0,18,18,Jan,Spring,Clear
234,2011-01-11,1,0,1,0,0,2,Weekday,1,0.14,0.1667,0.59,0.1045,2,10,12,Jan,Spring,Clear
235,2011-01-11,1,0,1,1,0,2,Weekday,1,0.14,0.1515,0.59,0.1642,0,3,3,Jan,Spring,Clear
236,2011-01-11,1,0,1,2,0,2,Weekday,2,0.16,0.1515,0.55,0.194,0,3,3,Jan,Spring,Cloudy
237,2011-01-11,1,0,1,5,0,2,Weekday,2,0.16,0.1818,0.55,0.1343,0,6,6,Jan,Spring,Cloudy
238,2011-01-11,1,0,1,6,0,2,Weekday,2,0.16,0.1818,0.55,0.1343,0,27,27,Jan,Spring,Cloudy
239,2011-01-11,1,0,1,7,0,2,Weekday,2,0.16,0.2273,0.55,0.0,2,97,99,Jan,Spring,Cloudy
240,2011-01-11,1,0,1,8,0,2,Weekday,2,0.18,0.2121,0.51,0.0896,3,214,217,Jan,Spring,Cloudy
241,2011-01-11,1,0,1,9,0,2,Weekday,2,0.18,0.197,0.51,0.1642,3,127,130,Jan,Spring,Cloudy
242,2011-01-11,1,0,1,10,0,2,Weekday,2,0.2,0.2121,0.51,0.1642,3,51,54,Jan,Spring,Cloudy
243,2011-01-11,1,0,1,11,0,2,Weekday,2,0.2,0.2121,0.47,0.1343,4,31,35,Jan,Spring,Cloudy
244,2011-01-11,1,0,1,12,0,2,Weekday,2,0.2,0.2273,0.51,0.1045,2,55,57,Jan,Spring,Cloudy
245,2011-01-11,1,0,1,13,0,2,Weekday,2,0.2,0.2273,0.59,0.0896,6,46,52,Jan,Spring,Cloudy
246,2011-01-11,1,0,1,14,0,2,Weekday,2,0.2,0.2273,0.59,0.0896,3,60,63,Jan,Spring,Cloudy
247,2011-01-11,1,0,1,15,0,2,Weekday,2,0.16,0.197,0.8,0.0896,2,45,47,Jan,Spring,Cloudy
248,2011-01-11,1,0,1,16,0,2,Weekday,2,0.16,0.1515,0.86,0.2239,4,72,76,Jan,Spring,Cloudy
249,2011-01-11,1,0,1,17,0,2,Weekday,2,0.16,0.1515,0.86,0.2239,6,130,136,Jan,Spring,Cloudy
250,2011-01-11,1,0,1,18,0,2,Weekday,3,0.16,0.1818,0.93,0.1045,1,94,95,Jan,Spring,Light Snow
251,2011-01-11,1,0,1,19,0,2,Weekday,3,0.16,0.2273,0.93,0.0,0,51,51,Jan,Spring,Light Snow
252,2011-01-11,1,0,1,20,0,2,Weekday,3,0.16,0.1515,0.93,0.194,0,32,32,Jan,Spring,Light Snow
253,2011-01-11,1,0,1,21,0,2,Weekday,3,0.16,0.197,0.86,0.0896,0,20,20,Jan,Spring,Light Snow
254,2011-01-11,1,0,1,22,0,2,Weekday,3,0.16,0.1818,0.93,0.1045,1,28,29,Jan,Spring,Light Snow
255,2011-01-11,1,0,1,23,0,2,Weekday,3,0.16,0.197,0.93,0.0896,1,18,19,Jan,Spring,Light Snow
256,2011-01-12,1,0,1,0,0,3,Weekday,2,0.16,0.197,0.86,0.0896,0,7,7,Jan,Spring,Cloudy
257,2011-01-12,1,0,1,1,0,3,Weekday,2,0.16,0.1818,0.86,0.1045,0,6,6,Jan,Spring,Cloudy
258,2011-01-12,1,0,1,2,0,3,Weekday,1,0.14,0.1515,0.86,0.1343,0,1,1,Jan,Spring,Clear
259,2011-01-12,1,0,1,5,0,3,Weekday,1,0.14,0.1515,0.86,0.1642,0,5,5,Jan,Spring,Clear
260,2011-01-12,1,0,1,6,0,3,Weekday,1,0.12,0.1515,0.93,0.1343,0,16,16,Jan,Spring,Clear
261,2011-01-12,1,0,1,7,0,3,Weekday,1,0.14,0.1515,0.69,0.1343,0,54,54,Jan,Spring,Clear
262,2011-01-12,1,0,1,8,0,3,Weekday,1,0.16,0.1667,0.59,0.1642,3,125,128,Jan,Spring,Clear
263,2011-01-12,1,0,1,9,0,3,Weekday,1,0.16,0.1364,0.59,0.3284,3,78,81,Jan,Spring,Clear
264,2011-01-12,1,0,1,10,0,3,Weekday,1,0.18,0.1818,0.55,0.2239,0,39,39,Jan,Spring,Clear
265,2011-01-12,1,0,1,11,0,3,Weekday,1,0.2,0.1818,0.51,0.3881,3,32,35,Jan,Spring,Clear
266,2011-01-12,1,0,1,12,0,3,Weekday,1,0.2,0.1515,0.47,0.5821,3,52,55,Jan,Spring,Clear
267,2011-01-12,1,0,1,13,0,3,Weekday,1,0.22,0.197,0.44,0.3582,0,49,49,Jan,Spring,Clear
268,2011-01-12,1,0,1,14,0,3,Weekday,1,0.2,0.1818,0.47,0.3284,0,44,44,Jan,Spring,Clear
269,2011-01-12,1,0,1,15,0,3,Weekday,1,0.2,0.1667,0.47,0.4179,1,48,49,Jan,Spring,Clear
270,2011-01-12,1,0,1,16,0,3,Weekday,1,0.22,0.197,0.44,0.3284,5,63,68,Jan,Spring,Clear
271,2011-01-12,1,0,1,17,0,3,Weekday,1,0.2,0.1818,0.47,0.3582,0,139,139,Jan,Spring,Clear
272,2011-01-12,1,0,1,18,0,3,Weekday,1,0.2,0.1515,0.47,0.5224,2,135,137,Jan,Spring,Clear
273,2011-01-12,1,0,1,19,0,3,Weekday,1,0.18,0.1515,0.47,0.4179,1,82,83,Jan,Spring,Clear
274,2011-01-12,1,0,1,20,0,3,Weekday,1,0.16,0.1364,0.5,0.3284,2,54,56,Jan,Spring,Clear
275,2011-01-12,1,0,1,21,0,3,Weekday,1,0.16,0.1364,0.55,0.3284,0,57,57,Jan,Spring,Clear
276,2011-01-12,1,0,1,22,0,3,Weekday,1,0.16,0.1212,0.55,0.4478,1,32,33,Jan,Spring,Clear
277,2011-01-12,1,0,1,23,0,3,Weekday,1,0.14,0.1061,0.59,0.4179,1,19,20,Jan,Spring,Clear
278,2011-01-13,1,0,1,0,0,4,Weekday,1,0.14,0.1212,0.59,0.2836,1,6,7,Jan,Spring,Clear
279,2011-01-13,1,0,1,1,0,4,Weekday,1,0.14,0.1212,0.5,0.2836,0,2,2,Jan,Spring,Clear
280,2011-01-13,1,0,1,2,0,4,Weekday,1,0.14,0.1212,0.5,0.3582,0,2,2,Jan,Spring,Clear
281,2011-01-13,1,0,1,3,0,4,Weekday,1,0.14,0.1212,0.5,0.3284,0,3,3,Jan,Spring,Clear
282,2011-01-13,1,0,1,4,0,4,Weekday,1,0.14,0.1212,0.5,0.2537,0,4,4,Jan,Spring,Clear
283,2011-01-13,1,0,1,5,0,4,Weekday,1,0.14,0.1212,0.5,0.2985,0,3,3,Jan,Spring,Clear
284,2011-01-13,1,0,1,6,0,4,Weekday,1,0.12,0.1515,0.54,0.1343,0,28,28,Jan,Spring,Clear
285,2011-01-13,1,0,1,7,0,4,Weekday,1,0.12,0.1515,0.54,0.1343,0,72,72,Jan,Spring,Clear
286,2011-01-13,1,0,1,8,0,4,Weekday,1,0.14,0.1364,0.5,0.194,5,197,202,Jan,Spring,Clear
287,2011-01-13,1,0,1,9,0,4,Weekday,1,0.14,0.1212,0.5,0.3284,2,137,139,Jan,Spring,Clear
288,2011-01-13,1,0,1,10,0,4,Weekday,2,0.16,0.1364,0.5,0.3582,2,36,38,Jan,Spring,Cloudy
289,2011-01-13,1,0,1,11,0,4,Weekday,2,0.2,0.1667,0.44,0.4478,4,33,37,Jan,Spring,Cloudy
290,2011-01-13,1,0,1,12,0,4,Weekday,1,0.2,0.1667,0.44,0.4179,3,49,52,Jan,Spring,Clear
291,2011-01-13,1,0,1,13,0,4,Weekday,1,0.22,0.197,0.41,0.4478,2,81,83,Jan,Spring,Clear
292,2011-01-13,1,0,1,14,0,4,Weekday,1,0.22,0.197,0.41,0.3881,3,39,42,Jan,Spring,Clear
293,2011-01-13,1,0,1,15,0,4,Weekday,1,0.24,0.2121,0.38,0.2985,5,55,60,Jan,Spring,Clear
294,2011-01-13,1,0,1,16,0,4,Weekday,1,0.24,0.2121,0.38,0.3582,2,76,78,Jan,Spring,Clear
295,2011-01-13,1,0,1,17,0,4,Weekday,1,0.2,0.1818,0.4,0.2836,4,158,162,Jan,Spring,Clear
296,2011-01-13,1,0,1,18,0,4,Weekday,1,0.2,0.1818,0.4,0.3284,3,141,144,Jan,Spring,Clear
297,2011-01-13,1,0,1,19,0,4,Weekday,1,0.16,0.1515,0.47,0.2537,1,98,99,Jan,Spring,Clear
298,2011-01-13,1,0,1,20,0,4,Weekday,1,0.16,0.1515,0.47,0.2239,0,64,64,Jan,Spring,Clear
299,2011-01-13,1,0,1,21,0,4,Weekday,1,0.14,0.1212,0.46,0.2985,0,40,40,Jan,Spring,Clear
300,2011-01-13,1,0,1,22,0,4,Weekday,1,0.14,0.1212,0.46,0.3284,0,30,30,Jan,Spring,Clear
301,2011-01-13,1,0,1,23,0,4,Weekday,1,0.12,0.1364,0.5,0.194,1,14,15,Jan,Spring,Clear
302,2011-01-14,1,0,1,0,0,5,Weekday,1,0.12,0.1364,0.5,0.194,0,14,14,Jan,Spring,Clear
303,2011-01-14,1,0,1,1,0,5,Weekday,1,0.1,0.1212,0.54,0.1642,0,5,5,Jan,Spring,Clear
304,2011-01-14,1,0,1,2,0,5,Weekday,1,0.1,0.1212,0.54,0.1343,0,1,1,Jan,Spring,Clear
305,2011-01-14,1,0,1,3,0,5,Weekday,1,0.1,0.1364,0.54,0.1045,0,1,1,Jan,Spring,Clear
306,2011-01-14,1,0,1,5,0,5,Weekday,1,0.1,0.1364,0.54,0.0896,0,8,8,Jan,Spring,Clear
307,2011-01-14,1,0,1,6,0,5,Weekday,1,0.1,0.1818,0.54,0.0,0,17,17,Jan,Spring,Clear
308,2011-01-14,1,0,1,7,0,5,Weekday,1,0.1,0.1212,0.74,0.1642,0,70,70,Jan,Spring,Clear
309,2011-01-14,1,0,1,8,0,5,Weekday,1,0.12,0.1667,0.68,0.0,2,156,158,Jan,Spring,Clear
310,2011-01-14,1,0,1,9,0,5,Weekday,1,0.14,0.1515,0.69,0.1343,0,117,117,Jan,Spring,Clear
311,2011-01-14,1,0,1,10,0,5,Weekday,1,0.18,0.1818,0.55,0.194,4,40,44,Jan,Spring,Clear
312,2011-01-14,1,0,1,11,0,5,Weekday,1,0.18,0.1667,0.51,0.2836,6,47,53,Jan,Spring,Clear
313,2011-01-14,1,0,1,12,0,5,Weekday,1,0.2,0.197,0.44,0.2537,2,59,61,Jan,Spring,Clear
314,2011-01-14,1,0,1,13,0,5,Weekday,1,0.22,0.197,0.37,0.3881,4,73,77,Jan,Spring,Clear
315,2011-01-14,1,0,1,14,0,5,Weekday,1,0.22,0.2121,0.41,0.2836,5,59,64,Jan,Spring,Clear
316,2011-01-14,1,0,1,15,0,5,Weekday,1,0.24,0.2424,0.38,0.1642,9,59,68,Jan,Spring,Clear
317,2011-01-14,1,0,1,16,0,5,Weekday,1,0.22,0.2424,0.41,0.1045,3,87,90,Jan,Spring,Clear
318,2011-01-14,1,0,1,17,0,5,Weekday,1,0.22,0.2273,0.41,0.1642,4,155,159,Jan,Spring,Clear
319,2011-01-14,1,0,1,18,0,5,Weekday,1,0.2,0.2576,0.47,0.0,5,134,139,Jan,Spring,Clear
320,2011-01-14,1,0,1,19,0,5,Weekday,1,0.16,0.197,0.59,0.0896,3,89,92,Jan,Spring,Clear
321,2011-01-14,1,0,1,20,0,5,Weekday,1,0.18,0.2424,0.59,0.0,0,68,68,Jan,Spring,Clear
322,2011-01-14,1,0,1,21,0,5,Weekday,1,0.16,0.2273,0.69,0.0,4,48,52,Jan,Spring,Clear
323,2011-01-14,1,0,1,22,0,5,Weekday,2,0.16,0.2273,0.69,0.0,2,34,36,Jan,Spring,Cloudy
324,2011-01-14,1,0,1,23,0,5,Weekday,2,0.18,0.2424,0.55,0.0,1,26,27,Jan,Spring,Cloudy
325,2011-01-15,1,0,1,0,0,6,Weekend,1,0.18,0.2424,0.55,0.0,3,25,28,Jan,Spring,Clear
326,2011-01-15,1,0,1,1,0,6,Weekend,2,0.16,0.197,0.59,0.0896,2,18,20,Jan,Spring,Cloudy
327,2011-01-15,1,0,1,2,0,6,Weekend,2,0.16,0.197,0.59,0.0896,0,12,12,Jan,Spring,Cloudy
328,2011-01-15,1,0,1,3,0,6,Weekend,2,0.16,0.2273,0.59,0.0,1,7,8,Jan,Spring,Cloudy
329,2011-01-15,1,0,1,4,0,6,Weekend,2,0.16,0.2273,0.59,0.0,0,5,5,Jan,Spring,Cloudy
330,2011-01-15,1,0,1,5,0,6,Weekend,1,0.16,0.2273,0.59,0.0,0,1,1,Jan,Spring,Clear
331,2011-01-15,1,0,1,6,0,6,Weekend,1,0.14,0.1667,0.63,0.1045,1,2,3,Jan,Spring,Clear
332,2011-01-15,1,0,1,7,0,6,Weekend,1,0.14,0.2121,0.63,0.0,1,9,10,Jan,Spring,Clear
333,2011-01-15,1,0,1,8,0,6,Weekend,1,0.14,0.1515,0.63,0.1343,1,22,23,Jan,Spring,Clear
334,2011-01-15,1,0,1,9,0,6,Weekend,1,0.16,0.1818,0.64,0.1343,2,31,33,Jan,Spring,Clear
335,2011-01-15,1,0,1,10,0,6,Weekend,1,0.18,0.197,0.59,0.1642,2,57,59,Jan,Spring,Clear
336,2011-01-15,1,0,1,11,0,6,Weekend,1,0.2,0.197,0.55,0.2239,18,54,72,Jan,Spring,Clear
337,2011-01-15,1,0,1,12,0,6,Weekend,1,0.24,0.2273,0.48,0.2239,15,74,89,Jan,Spring,Clear
338,2011-01-15,1,0,1,13,0,6,Weekend,1,0.28,0.2576,0.38,0.2985,21,80,101,Jan,Spring,Clear
339,2011-01-15,1,0,1,14,0,6,Weekend,1,0.3,0.2879,0.39,0.2836,26,92,118,Jan,Spring,Clear
340,2011-01-15,1,0,1,15,0,6,Weekend,2,0.32,0.3182,0.36,0.194,21,108,129,Jan,Spring,Cloudy
341,2011-01-15,1,0,1,16,0,6,Weekend,2,0.34,0.3333,0.34,0.194,33,95,128,Jan,Spring,Cloudy
342,2011-01-15,1,0,1,17,0,6,Weekend,2,0.32,0.303,0.36,0.2836,29,54,83,Jan,Spring,Cloudy
343,2011-01-15,1,0,1,18,0,6,Weekend,2,0.3,0.2879,0.45,0.2537,15,69,84,Jan,Spring,Cloudy
344,2011-01-15,1,0,1,19,0,6,Weekend,2,0.32,0.303,0.39,0.2537,14,60,74,Jan,Spring,Cloudy
345,2011-01-15,1,0,1,20,0,6,Weekend,2,0.32,0.303,0.39,0.2537,6,35,41,Jan,Spring,Cloudy
346,2011-01-15,1,0,1,21,0,6,Weekend,2,0.32,0.303,0.39,0.2239,6,51,57,Jan,Spring,Cloudy
347,2011-01-15,1,0,1,22,0,6,Weekend,2,0.3,0.3182,0.42,0.1045,0,26,26,Jan,Spring,Cloudy
348,2011-01-15,1,0,1,23,0,6,Weekend,1,0.3,0.2879,0.45,0.2836,5,39,44,Jan,Spring,Clear
349,2011-01-16,1,0,1,0,0,0,Weekend,1,0.26,0.303,0.56,0.0,6,33,39,Jan,Spring,Clear
350,2011-01-16,1,0,1,1,0,0,Weekend,1,0.26,0.2727,0.56,0.1343,4,19,23,Jan,Spring,Clear
351,2011-01-16,1,0,1,2,0,0,Weekend,1,0.26,0.2879,0.56,0.0896,3,13,16,Jan,Spring,Clear
352,2011-01-16,1,0,1,3,0,0,Weekend,1,0.22,0.2727,0.69,0.0,9,6,15,Jan,Spring,Clear
353,2011-01-16,1,0,1,4,0,0,Weekend,1,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Spring,Clear
354,2011-01-16,1,0,1,5,0,0,Weekend,2,0.26,0.2576,0.56,0.1642,1,1,2,Jan,Spring,Cloudy
355,2011-01-16,1,0,1,6,0,0,Weekend,2,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Spring,Cloudy
356,2011-01-16,1,0,1,7,0,0,Weekend,2,0.24,0.2121,0.56,0.2985,0,3,3,Jan,Spring,Cloudy
357,2011-01-16,1,0,1,8,0,0,Weekend,1,0.22,0.2121,0.55,0.2836,0,18,18,Jan,Spring,Clear
358,2011-01-16,1,0,1,9,0,0,Weekend,1,0.22,0.2121,0.51,0.2537,3,29,32,Jan,Spring,Clear
359,2011-01-16,1,0,1,10,0,0,Weekend,1,0.22,0.2121,0.51,0.2836,8,71,79,Jan,Spring,Clear
360,2011-01-16,1,0,1,11,0,0,Weekend,1,0.24,0.2273,0.44,0.2537,23,70,93,Jan,Spring,Clear
361,2011-01-16,1,0,1,12,0,0,Weekend,1,0.24,0.2121,0.41,0.2836,29,75,104,Jan,Spring,Clear
362,2011-01-16,1,0,1,13,0,0,Weekend,1,0.26,0.2273,0.35,0.2985,23,95,118,Jan,Spring,Clear
363,2011-01-16,1,0,1,14,0,0,Weekend,1,0.28,0.2727,0.36,0.2537,22,69,91,Jan,Spring,Clear
364,2011-01-16,1,0,1,15,0,0,Weekend,1,0.26,0.2424,0.38,0.2537,35,78,113,Jan,Spring,Clear
365,2011-01-16,1,0,1,16,0,0,Weekend,1,0.24,0.2273,0.38,0.2239,22,77,99,Jan,Spring,Clear
366,2011-01-16,1,0,1,17,0,0,Weekend,1,0.22,0.2121,0.37,0.2537,23,82,105,Jan,Spring,Clear
367,2011-01-16,1,0,1,18,0,0,Weekend,1,0.2,0.2121,0.4,0.1642,11,56,67,Jan,Spring,Clear
368,2011-01-16,1,0,1,19,0,0,Weekend,1,0.18,0.197,0.47,0.1343,14,47,61,Jan,Spring,Clear
369,2011-01-16,1,0,1,20,0,0,Weekend,1,0.18,0.197,0.47,0.1642,7,50,57,Jan,Spring,Clear
370,2011-01-16,1,0,1,21,0,0,Weekend,1,0.18,0.197,0.51,0.1642,6,22,28,Jan,Spring,Clear
371,2011-01-16,1,0,1,22,0,0,Weekend,2,0.2,0.2121,0.49,0.1343,2,19,21,Jan,Spring,Cloudy
372,2011-01-16,1,0,1,23,0,0,Weekend,2,0.2,0.2273,0.4,0.1045,0,18,18,Jan,Spring,Cloudy
373,2011-01-17,1,0,1,0,1,1,Weekend,2,0.2,0.197,0.47,0.2239,1,16,17,Jan,Spring,Cloudy
374,2011-01-17,1,0,1,1,1,1,Weekend,2,0.2,0.197,0.44,0.194,1,15,16,Jan,Spring,Cloudy
375,2011-01-17,1,0,1,2,1,1,Weekend,2,0.18,0.1667,0.43,0.2537,0,8,8,Jan,Spring,Cloudy
376,2011-01-17,1,0,1,3,1,1,Weekend,2,0.18,0.1818,0.43,0.194,0,2,2,Jan,Spring,Cloudy
377,2011-01-17,1,0,1,4,1,1,Weekend,2,0.18,0.197,0.43,0.1343,1,2,3,Jan,Spring,Cloudy
378,2011-01-17,1,0,1,5,1,1,Weekend,2,0.18,0.197,0.43,0.1642,0,1,1,Jan,Spring,Cloudy
379,2011-01-17,1,0,1,6,1,1,Weekend,2,0.18,0.1818,0.43,0.194,0,5,5,Jan,Spring,Cloudy
380,2011-01-17,1,0,1,7,1,1,Weekend,2,0.16,0.1818,0.5,0.1343,4,9,13,Jan,Spring,Cloudy
381,2011-01-17,1,0,1,8,1,1,Weekend,2,0.16,0.1515,0.47,0.2239,3,30,33,Jan,Spring,Cloudy
382,2011-01-17,1,0,1,9,1,1,Weekend,2,0.16,0.1515,0.47,0.2239,8,39,47,Jan,Spring,Cloudy
383,2011-01-17,1,0,1,10,1,1,Weekend,2,0.16,0.1515,0.5,0.2537,7,50,57,Jan,Spring,Cloudy
384,2011-01-17,1,0,1,11,1,1,Weekend,2,0.16,0.1515,0.55,0.194,9,55,64,Jan,Spring,Cloudy
385,2011-01-17,1,0,1,12,1,1,Weekend,2,0.18,0.197,0.47,0.1343,10,70,80,Jan,Spring,Cloudy
386,2011-01-17,1,0,1,13,1,1,Weekend,2,0.18,0.197,0.47,0.1343,13,80,93,Jan,Spring,Cloudy
387,2011-01-17,1,0,1,14,1,1,Weekend,2,0.18,0.2121,0.43,0.1045,12,74,86,Jan,Spring,Cloudy
388,2011-01-17,1,0,1,15,1,1,Weekend,2,0.2,0.2121,0.47,0.1642,21,72,93,Jan,Spring,Cloudy
389,2011-01-17,1,0,1,16,1,1,Weekend,2,0.2,0.2121,0.47,0.1642,6,76,82,Jan,Spring,Cloudy
390,2011-01-17,1,0,1,17,1,1,Weekend,1,0.2,0.197,0.51,0.194,4,67,71,Jan,Spring,Clear
391,2011-01-17,1,0,1,18,1,1,Weekend,2,0.18,0.1667,0.55,0.2537,7,85,92,Jan,Spring,Cloudy
392,2011-01-17,1,0,1,19,1,1,Weekend,3,0.18,0.1818,0.59,0.194,2,58,60,Jan,Spring,Light Snow
393,2011-01-17,1,0,1,20,1,1,Weekend,3,0.16,0.1515,0.8,0.194,4,29,33,Jan,Spring,Light Snow
394,2011-01-17,1,0,1,21,1,1,Weekend,3,0.16,0.1515,0.8,0.194,3,24,27,Jan,Spring,Light Snow
395,2011-01-17,1,0,1,22,1,1,Weekend,3,0.14,0.1212,0.93,0.2537,0,13,13,Jan,Spring,Light Snow
396,2011-01-17,1,0,1,23,1,1,Weekend,3,0.16,0.1364,0.86,0.2836,1,3,4,Jan,Spring,Light Snow
397,2011-01-18,1,0,1,12,0,2,Weekday,2,0.2,0.1818,0.86,0.3284,0,3,3,Jan,Spring,Cloudy
398,2011-01-18,1,0,1,13,0,2,Weekday,2,0.2,0.197,0.86,0.2239,0,22,22,Jan,Spring,Cloudy
399,2011-01-18,1,0,1,14,0,2,Weekday,2,0.22,0.2273,0.8,0.1642,2,26,28,Jan,Spring,Cloudy
400,2011-01-18,1,0,1,15,0,2,Weekday,2,0.22,0.2273,0.87,0.1642,3,32,35,Jan,Spring,Cloudy
401,2011-01-18,1,0,1,16,0,2,Weekday,2,0.22,0.2273,0.87,0.194,0,61,61,Jan,Spring,Cloudy
402,2011-01-18,1,0,1,17,0,2,Weekday,2,0.22,0.2273,0.82,0.194,1,124,125,Jan,Spring,Cloudy
403,2011-01-18,1,0,1,18,0,2,Weekday,2,0.22,0.2273,0.8,0.1642,1,132,133,Jan,Spring,Cloudy
404,2011-01-18,1,0,1,19,0,2,Weekday,2,0.22,0.2273,0.8,0.1343,1,98,99,Jan,Spring,Cloudy
405,2011-01-18,1,0,1,20,0,2,Weekday,2,0.22,0.2727,0.87,0.0,0,83,83,Jan,Spring,Cloudy
406,2011-01-18,1,0,1,21,0,2,Weekday,2,0.22,0.2424,0.93,0.1045,0,41,41,Jan,Spring,Cloudy
407,2011-01-18,1,0,1,22,0,2,Weekday,2,0.22,0.2576,0.93,0.0896,0,33,33,Jan,Spring,Cloudy
408,2011-01-18,1,0,1,23,0,2,Weekday,2,0.22,0.2727,0.93,0.0,1,19,20,Jan,Spring,Cloudy
409,2011-01-19,1,0,1,0,0,3,Weekday,2,0.22,0.2727,0.93,0.0,0,3,3,Jan,Spring,Cloudy
410,2011-01-19,1,0,1,1,0,3,Weekday,3,0.22,0.2273,0.93,0.1343,1,6,7,Jan,Spring,Light Snow
411,2011-01-19,1,0,1,2,0,3,Weekday,3,0.22,0.2273,0.93,0.1343,0,3,3,Jan,Spring,Light Snow
412,2011-01-19,1,0,1,4,0,3,Weekday,3,0.22,0.2273,0.93,0.1343,1,1,2,Jan,Spring,Light Snow
413,2011-01-19,1,0,1,5,0,3,Weekday,2,0.22,0.2576,0.93,0.0896,0,7,7,Jan,Spring,Cloudy
414,2011-01-19,1,0,1,6,0,3,Weekday,2,0.22,0.2576,0.93,0.0896,0,32,32,Jan,Spring,Cloudy
415,2011-01-19,1,0,1,7,0,3,Weekday,2,0.24,0.2576,0.92,0.1045,1,89,90,Jan,Spring,Cloudy
416,2011-01-19,1,0,1,8,0,3,Weekday,2,0.24,0.2576,0.93,0.1045,1,196,197,Jan,Spring,Cloudy
417,2011-01-19,1,0,1,9,0,3,Weekday,2,0.24,0.2576,0.93,0.1045,2,107,109,Jan,Spring,Cloudy
418,2011-01-19,1,0,1,10,0,3,Weekday,2,0.26,0.2727,0.93,0.1343,1,46,47,Jan,Spring,Cloudy
419,2011-01-19,1,0,1,11,0,3,Weekday,2,0.28,0.303,0.87,0.0896,5,47,52,Jan,Spring,Cloudy
420,2011-01-19,1,0,1,12,0,3,Weekday,2,0.3,0.3182,0.81,0.0896,5,65,70,Jan,Spring,Cloudy
421,2011-01-19,1,0,1,13,0,3,Weekday,1,0.4,0.4091,0.62,0.2836,11,67,78,Jan,Spring,Clear
422,2011-01-19,1,0,1,14,0,3,Weekday,1,0.4,0.4091,0.58,0.2537,7,68,75,Jan,Spring,Clear
423,2011-01-19,1,0,1,15,0,3,Weekday,1,0.4,0.4091,0.54,0.2836,4,78,82,Jan,Spring,Clear
424,2011-01-19,1,0,1,16,0,3,Weekday,1,0.38,0.3939,0.58,0.3881,10,94,104,Jan,Spring,Clear
425,2011-01-19,1,0,1,17,0,3,Weekday,1,0.36,0.3333,0.57,0.3284,7,190,197,Jan,Spring,Clear
426,2011-01-19,1,0,1,18,0,3,Weekday,1,0.34,0.3182,0.61,0.2836,5,156,161,Jan,Spring,Clear
427,2011-01-19,1,0,1,19,0,3,Weekday,1,0.32,0.2879,0.57,0.4179,4,108,112,Jan,Spring,Clear
428,2011-01-19,1,0,1,20,0,3,Weekday,1,0.32,0.303,0.49,0.2985,2,74,76,Jan,Spring,Clear
429,2011-01-19,1,0,1,21,0,3,Weekday,1,0.32,0.2879,0.49,0.4179,4,55,59,Jan,Spring,Clear
430,2011-01-19,1,0,1,22,0,3,Weekday,1,0.3,0.303,0.52,0.1642,6,53,59,Jan,Spring,Clear
